Category,Message
0,hows scotland hope showing jjc tendency take care live dream
0,tell u headache want use 1 hour sick time
0,dun thk ill quit yet hmmm go jazz ? yogasana oso go meet em lesson den
0,pete please ring meive hardly gotany credit
0,ya srsly better yi tho
0,im meeting call later
1,ur chance win £250 wkly shopping spree txt shop 80878 tscs wwwtxt2shopcom custcare 08715705022 1x150pwk
1,specially selected receive 2000 pound award! call 08712402050 line close cost 10ppm 16 tc apply ag promo
1,private! 2003 account statement 07753741225 show 800 unredeemed point call 08715203677 identifier code 42478 expires 241004
0,still grand prix?
0,met stranger choose friend long world stand friendship never end let friend forever!!! gud nitz
0,great! you?
0,gud mrng dear nice day
1,important customer service announcement call freephone 0800 542 0825 now!
0,exhausted train morning much wine pie sleep well
0,im going buy mum present ar
0,mind blastin tsunami occur rajnikant stopped swimming indian oceand
0,u sending home first ok lor im ready yet
0,speaking cash yet?
0,happy come noon
0,meet lunch la
0,take care n get well soon
1,xclusiveclubsaisai 2morow 285 soiree speciale zouk nichols parisfree rose 2 lady !!! info 0794674629107880867867
0,meant say cant wait see u getting bored bridgwater banter
0,neva mind ok
0,fine imma get drink somethin want come find you?
1,22 day kick off! euro2004 u kept date latest news result daily removed send get txt stop 83222
0,valentine game send dis msg ur friend 5 answer r someone really love u ques colour suit best?rply
0,many dependent
0,thanx4 today cer nice 2 catch ave 2 find time often oh well take care c u soonc
0,called said himthen choose future
0,happy valentine day know early hundred handsomes beauty wish thought finish aunty uncle 1st
0,like v shock leh co telling shuhui like telling leona also like dat almost know liao got ask abt ur reaction lor
0,family happiness
0,come n pick come immediately aft ur lesson
0,let snow let snow kind weather brings ppl together friendship grow
0,dear got ltgt dollar hi hi
0,good word word may leave u dismay many time
0,make sure alex know birthday fifteen minute far youre concerned
0,sorry got thing may pub later
0,nah straight bring bud drink something thats actually little useful straight cash
0,haha good hear im officially paid market 8th
0,many lick take get center tootsie pop?
0,yup thk r e teacher said make face look longer darren ask 2 cut short
1,new textbuddy chat 2 horny guy ur area 4 25p free 2 receive search postcode gaytextbuddycom txt one name 89693
1,today vodafone number ending 4882 selected receive £350 award number match call 09064019014 receive £350 award
0,please dont say like hi hi hi
0,thank u!
0,oh forwarded message thought send
0,got seventeen pound seven hundred ml hope ok
1,dear voucher holder 2 claim week offer pc go httpwwwetlpcoukexpressoffer tscs apply2 stop text txt stop 80062
0,n funny
0,sweetheart hope kind day! one load reason smile biola
0,login dat time dad fetching home now?
0,shower baby?
0,askd u question hour answer
0,well imma definitely need restock thanksgiving ill let know im
0,said kiss kiss cant sound effects! gorgeous man isnt he! kind person need smile brighten day!
0,probably gonna swing wee bit
0,ya nice ready thursday
0,allo! braved bus taken train triumphed mean bham jolly good rest week
0,watching cartoon listening music amp eve go temple amp church u?
0,mind ask happened? dont say uncomfortable
1,private! 2003 account statement show 800 unredeemed point call 08715203694 identifier code 40533 expires 311004
0,prob send email
1,?1000 cash ?2000 prize! claim call09050000327 tc rstm sw7 3ss 150ppm
0,thats cool! sometimes slow gentle sonetimes rough hard
0,im gonna say sorry would normal starting panic time sorry again! seeing tuesday?
0,wait know wesley town? bet hella drugs!
0,fine miss much
0,u got person story
0,tell drug dealer getting impatient
0,sun cant come earth send luv ray cloud cant come river send luv rain cant come meet u send care msg u gud evng
0,place man
0,doesnt make sense take unless free need know wikipediacom
1,88800 89034 premium phone service call 08718711108
0,sea lay rock rock envelope envelope paper paper 3 word
0,mum repent how?
0,sorry going home first daddy come fetch later
0,leave de start prepare next
0,yes baby! study position kama sutra
0,en chikku nange bakra msg kalstiyathen teacoffee?
0,carlosll minute still need buy
0,pay ltdecimalgt lakh
0,good evening! ttyl
0,u receive msg?
0,ho ho big belly laugh! see ya tomo
1,sm ac sun0819 post helloyou seem cool wanted say hi hi!!! stop? send stop 62468
1,get ur 1st ringtone free now! reply msg tone gr8 top 20 tone phone every week £150 per wk 2 opt send stop 08452810071 16
0,ditto wont worry saying anything anymore like said last night whatever want ill peace
0,ive got ltgt way could pick up?
0,dont knw pa drink milk
0,maybe?! say hi find got card great escape wetherspoons?
0,piggy r u awake? bet ure still sleeping im going 4 lunch
0,cause im freaky lol
0,missed call cause yelling scrappy miss u cant wait u come home im lonely today
0,hex place talk of? explain!
0,log 4 wat sdryb8i
0,xy going 4 e lunch?
1,hi im sue 20 year old work lapdancer love sex text live im bedroom text sue 89555 textoperator g2 1da 150ppmsg 18
0,wanted ask wait 4 finish lect co lect finish hour anyway
0,finished work yet?
0,every king cry baby every great building map imprtant u r today u wil reach tomorw gud ni8
0,dearme cherthalain case u r coming cochin pls call bfore u starti shall also reach accordinglyor tell day u r comingtmorow engaged an holiday
0,thanks love torch bold
1,forwarded 448712404000please call 08712404000 immediately urgent message waiting
0,farm open?
0,sorry trouble u buy 4d dad again? 1405 1680 1843 2 big 1 small sat n sun thanx
0,sister law hope great month saying hey abiola
0,purchase stuff today mail po box number?
0,ah poop look like ill prob send laptop get fixed cuz gpu problem
0,good good job like entrepreneur
0,aight close still around alexs place?
0,meet corporation st outside gap see mind working!
0,mum ask buy food home
0,ku also dont msg reply msg
0,much r willing pay?
0,sorry ill call later
0,important prevent dehydration giving enough fluid
0,thats bit weird even ? supposed happening? good idea sure pub!
0,true deari sat pray evening felt soso smsd time
0,dont think get away trek long family town sorry
0,wanna gym harri
0,quite late lar ard 12 anyway wun b drivin
1,review keep fantastic nokia ngage game deck club nokia go 2 wwwcnupdatescomnewsletter unsubscribe alert reply word
1,4mths half price orange line rental latest camera phone 4 free phone 11mths? call mobilesdirect free 08000938767 update now! or2stoptxt tc
0,height confidence aeronautics professor wer calld amp wer askd 2 sit aeroplane aftr sat wer told dat plane w made student dey hurried plane bt 1 didnt move saidif made studentsthis wont even start datz confidence
0,seems like weird timing night g want come smoke day shitstorm attributed always coming making everyone smoke
1,08714712388 10am7pm cost 10p
0,save stress person dorm account send account detail money sent
0,also know lunch menu da know
0,stuff sell ill tell
1,error!
0,book lesson? msg call work sth im going get spec membership px3748
1,guaranteed £1000 cash £2000 prize claim yr prize call customer service representative 08714712394 10am7pm
0,macha dont feel upseti assume mindsetbelieve one evening wonderful plan uslet life begin againcall anytime
0,oh it? send address
0,sfine anytime best
0,wondar full flim
0,ya even cooky jelly
0,world running stillmaybe feeling sameso itor admiti madthen correction?or let call lifeand keep running worldmay u r also runninglets run
0,got it! look scrumptious daddy want eat night long!
0,co lar im ba dao ok 1 pm lor u never ask go ah said u would ask fri said u ask today
0,alright omw gotta change order half8th
0,exactly anyways far jide study visiting
0,dunno u ask
1,email alertfrom jeri stewartsize 2kbsubject lowcost prescripiton drvgsto listen email call 123
0,didnt spring coming early yay!
0,lol wont feel bad use money take steak dinner
0,even u dont get trouble convincingjust tel twice tel neglect msg dont c read itjust dont reply
0,leaving qatar tonite search opportunityall went fastpls add ur prayer dearrakhesh
0,one talking
0,thanks looking really appreciate
1,hi customer loyalty offerthe new nokia6650 mobile £10 txtauction! txt word start 81151 get now! 4tctxt tc 150pmtmsg
0,wish now!
0,haha mayb ure rite u know well da feeling liked someone gd lor u faster go find one gal group attached liao
0,yes glad made
0,well little time thing good time ahead
0,got room soon hadnt put clock back til 8 shouted everyone get realised 7 wahay another hour bed
0,ok may free gym
0,men like shorter lady gaze eye
0,dunno jus say go lido time 930
0,promise take good care princess run please send pic get chance ttyl!
1,u subscribed best mobile content service uk £3 per 10 day send stop 82324 helpline 08706091795
0,reason weve spoken year? anyways great week best exam
0,monday next week give full gist
1,realize 40 year well thousand old lady running around tattoos?
1,important customer service announcement premier
0,dont gimme lip caveboy
0,get library
0,realy sorryi dont recognise number confused r u please?!
0,didnt holla?
0,cant think anyone spare room top head
0,faith make thing possiblehope make thing worklove make thing beautifulmay three christmas!merry christmas!
0,u made appointment
0,call youcarlos isare phone vibrate acting might hear text
1,romantic paris 2 night 2 flight £79 book 4 next year call 08704439680tscs apply
0,grandma oh dear u still ill? felt shit morning think hungover! another night leave sat
1,urgent ur £500 guaranteed award still unclaimed! call 09066368327 closingdate040902 claimcode m39m51 £150pmmorefrommobile2bremovedmobypobox734ls27yf
0,nothing jus tot u would ask co u ba gua went mt faber yest yest jus went already mah today going jus call lor
0,wishing family merry x ma happy new year advance
1,ur awarded city break could win £200 summer shopping spree every wk txt store 88039 skilgme tscs087147403231winawk!age16 £150perwksub
0,im nt goin got somethin unless meetin 4 dinner lor haha wonder go ti time
0,sorry ill call later
0,cant pick phone right pls send message
0,lol know! theyre dramatic school already closed tomorrow apparently cant drive inch snow supposed get
0,getting anywhere damn job hunting here!
0,lol! u drunkard! hair moment yeah still 4 tonight wats plan?
0,idc get weaseling way shit twice row
0,wil ltgt minute got space
